postulationDate,studyCenter,careerField,careerStatus,careerDegree,studiesNumber
2020-03-09,Centrum Catolica,Otra,Graduado,Otro,6
2020-03-28,Inst Peruano De Computacion E Informatica Ipci,Ing. En Sistemas,Graduado,Terciario/Tecnico,1
2020-03-24,Pmi,Tecnologias De La Informacion,Graduado,Otro,10
2020-03-24,Universidad La Salle De Barcelona,Tecnologias De La Informacion,En Curso,Master,28
2020-03-20,Web &Amp; Business Empire S.A.C.,Tecnologias De La Informacion,Graduado,Otro,8
2020-03-20,Otros,Otra,Graduado,Otro,5
2020-04-18,Institut Superieur De La Logistique Et Du Transp,Tecnologias De La Informacion,Graduado,Posgrado,2
2022-01-04,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2022-01-04,Universidad Ricardo Palma,Traduccion,Abandonado,Universitario,3
2022-01-02,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2022-01-02,Smart Data Consulting,Estadistica,Graduado,Otro,12
2021-12-30,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-01-04,Universidad Nacional Mayor De San Marcos,Ing. Telecomunicaciones,Graduado,Otro,3
2019-11-25,Universidad Peruana De Ciencias Aplicadas,Telecomunicaciones,Graduado,Universitario,6
2019-11-08,Ucv-Lima Norte,Ing. En Sistemas,Graduado,Universitario,2
2019-10-29,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,3
2019-11-25,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,1
2021-08-02,La Salle - Universidad Ramon Llull,Tecnologias De La Informacion,Graduado,Master,3
2021-07-21,Academia Internacional Swat,Seguridad Industrial,Graduado,Otro,5
2021-07-20,Concordia University (Montreral-Canada)),Adm. De Empresas,Graduado,Posgrado,6
2021-07-20,Pmc Latam,Tecnologias De La Informacion,En Curso,Posgrado,8
2021-07-20,Bsg Instiitute,Adm. De Empresas,En Curso,Posgrado,6
2021-07-28,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,2
2021-07-27,Universidad Del Pacifico,Adm. De Empresas,En Curso,Master,4
2021-07-25,Certiprof,Tecnologias De La Informacion,Graduado,Otro,9
2021-07-25,Escuela De Post Grado - Universidad San Ignacio De Loyola,Recursos Humanos / Relac. Ind.,Graduado,Master,2
2021-07-22,Universidad Ricardo Palma - Urp,Adm. De Empresas,En Curso,Otro,3
2021-07-22,Universidad De Alcala,Marketing / Comercializacion,Graduado,Posgrado,5
2021-07-22,Google - Iab Spain (Interactive Advertising Bureau),Marketing / Comercializacion,Graduado,Otro,4
2021-07-21,Upc,Adm. De Empresas,En Curso,Universitario,1
2021-08-10,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,1
2021-07-12,Universidad Norbert Wiener,Tecnologias De La Informacion,En Curso,Otro,6
2021-07-12,Be Cert,Adm. De Empresas,Graduado,Otro,8
2021-07-09,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Universitario,1
2021-07-09,Instituto De Estudios Europeos,Tecnologias De La Informacion,Graduado,Otro,22
2021-07-09,Universidad Peruana Union,Adm. De Empresas,Graduado,Universitario,1
2021-07-09,Universidad De Oriente,Recursos Humanos / Relac. Ind.,Graduado,Universitario,3
2021-07-09,Universidad Del Pacifico,Marketing / Comercializacion,En Curso,Posgrado,6
2021-07-15,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Posgrado,7
2019-12-27,Instituto De Direccion De Proyectos,Otra,En Curso,Otro,6
2019-12-26,Universidad San Ignacio Del Loyola,Ing. En Sistemas,Graduado,Universitario,2
2019-12-09,Universidad Nacional Federico Villarreal,Ing. Telecomunicaciones,Graduado,Universitario,1
2019-12-09,Pink Elephant,Tecnologias De La Informacion,Graduado,Otro,10
2019-12-09,Bs Grupo,Tecnologias De La Informacion,En Curso,Otro,6
2019-12-09,Cevatec,Tecnologias De La Informacion,Graduado,Otro,2
2019-12-09,Universidad De San Martin De Porres,Ing. En Sistemas,En Curso,Master,3
2019-12-09,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,En Curso,Universitario,6
2019-12-09,Pontificia Universidad Catolica Del Peru,Computacion / Informatica,Graduado,Posgrado,3
2019-12-09,Esan,Adm. De Empresas,Graduado,Posgrado,3
2019-12-09,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Otro,3
2019-12-09,Studyscrum,Ing. En Sistemas,Graduado,Posgrado,6
2019-12-26,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,En Curso,Universitario,2
2019-12-08,Isil,Tecnico,Graduado,Terciario/Tecnico,1
2019-12-08,Usil,Bachiller,Graduado,Universitario,1
2019-12-08,Instituto Cibertec,Ing. En Sistemas,En Curso,Otro,9
2019-12-08,Bertrand Rusell,Electronica,Graduado,Terciario/Tecnico,1
2019-12-07,Universidad Esan,Tecnologias De La Informacion,Graduado,Master,2
2019-12-07,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,3
2019-12-06,Universidad Del Pacifico,Adm. De Empresas,En Curso,Master,8
2019-12-06,Universidad Politecnica De Cataluna,Adm. De Empresas,Graduado,Master,2
2019-12-06,Cibertec,Ing. En Sistemas,Graduado,Otro,9
2019-12-06,Universidad Privada Antenor Orrego,Ing. En Sistemas,Graduado,Universitario,2
2019-12-26,I.S.T. Cesca,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2019-12-06,Pontificia Universidad Catolica Del Peru,Ing. En Sistemas,En Curso,Posgrado,2
2019-12-05,Universidad De Lima,Tecnologias De La Informacion,En Curso,Otro,9
2019-12-05,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,2
2019-12-05,Universidad Tecnologica Del Peru,Ing. Telecomunicaciones,En Curso,Universitario,3
2019-12-05,Galaxy Training,Tecnologias De La Informacion,En Curso,Otro,23
2019-12-05,Pmc Latam,Tecnologias De La Informacion,Graduado,Otro,10
2019-12-05,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2019-12-05,Universidad Nacional Mayor De San Marcos,Adm. De Empresas,Graduado,Master,2
2019-12-04,Instituto Nacional De Investigacion Y Capacitacion De Telecomunicaciones - Inictel,Tecnologias De La Informacion,En Curso,Universitario,9
2019-12-04,Scrumstudy,Ing. En Sistemas,Graduado,Otro,4
2019-12-26,Universidad Tecnologica Del Peru,Ing. En Sistemas,Graduado,Universitario,3
2019-12-04,Camara De Comercio Empresarial,Tecnologias De La Informacion,En Curso,Otro,6
2019-12-04,Certiprof,Procesos / Calidad Total,Graduado,Otro,11
2019-12-04,Universidad Nacional Del Centro Del Peru,Adm. De Empresas,,Posgrado,2
2019-12-04,Utp,Ing. Industrial,En Curso,Universitario,2
2019-12-04,Universidad Peruana De Ciencias Aplicadas,Telecomunicaciones,Graduado,Universitario,6
2019-12-04,Instituto Nacional De Investigacion Forense,Tecnologias De La Informacion,Graduado,Otro,6
2019-12-04,Scrum Study,Ing. En Sistemas,Graduado,Otro,3
2019-12-04,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2019-12-03,Instituto De Idiomas De La Universidad Catolica,Otra,En Curso,Otro,8
2019-12-03,Scrum Org.,Ing. Informatica,Graduado,Posgrado,6
2019-12-26,Camara Del Comercio Del Peru,Otra,Graduado,Otro,14
2019-12-03,Universidad Esan,Tecnologias De La Informacion,Graduado,Posgrado,2
2019-12-03,Universidad De Lima,Ing. Industrial,Graduado,Posgrado,7
2019-12-03,Universidad Nacional Mayor De San Marcos,Tecnologias De La Informacion,Graduado,Posgrado,3
2019-12-03,Pontificia Universidad Catolica Del Peru,Procesos / Calidad Total,Graduado,Posgrado,2
2019-12-03,C.U. Fermin Toro,Tecnico,Abandonado,Universitario,1
2019-12-03,Universidad Cesar Vallejo,Ing. Informatica,Graduado,Universitario,1
2019-12-03,Ingenio Learning,Ing. Informatica,Graduado,Terciario/Tecnico,9
2019-12-03,Cibertec,Ing. En Sistemas,Graduado,Universitario,2
2019-12-03,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,2
2019-12-03,Instituto Cibertec,Telecomunicaciones,En Curso,Terciario/Tecnico,3
2019-12-26,New Horizont,Ing. En Sistemas,Graduado,Otro,4
2019-12-03,Colegio De Ingenieros De Lima,Ing. En Sistemas,Graduado,Posgrado,3
2019-12-02,Universidad N. Wiener,Adm. De Empresas,En Curso,Universitario,5
2019-12-02,Tecsup,Tecnologias De La Informacion,Graduado,Universitario,8
2019-12-02,New Horizons,Tecnologias De La Informacion,Graduado,Otro,3
2019-12-02,Universidad San Ignacio Del Loyola,Ing. En Sistemas,En Curso,Universitario,3
2019-12-02,Universidad Catolica Sedes Sapientiae,Ing. Informatica,Graduado,Universitario,1
2019-12-02,Upc,Ing. Informatica,Graduado,Universitario,2
2019-12-02,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,3
2019-12-02,Universidad Nacional Federico Villarreal,Ing. Informatica,Graduado,Universitario,1
2019-12-26,.,Tecnologias De La Informacion,En Curso,Otro,4
2019-12-02,Universidad Esan,Tecnologias De La Informacion,En Curso,Posgrado,4
2019-12-02,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,2
2019-12-02,Gesap,Ing. - Otros,Graduado,Terciario/Tecnico,4
2019-12-02,Universidad Privada De Piura,Adm. De Empresas,Graduado,Master,2
2019-12-02,Colegio De Ingeniero Del Peru,Tecnologias De La Informacion,Graduado,Otro,13
2019-12-02,Pm Certifica,Otra,Graduado,Posgrado,3
2019-12-02,Universidad Ricardo Palma,Marketing / Comercializacion,Graduado,Posgrado,5
2019-12-02,Ipae -Instituto Peruano De Accion Empresarial,Contabilidad / Auditoria,Graduado,Otro,3
2019-12-02,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2019-12-02,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Otro,5
2019-12-26,Universidad Cientifica Del Sur,Ing. En Sistemas,Graduado,Universitario,6
2019-12-02,New Horizons,Tecnologias De La Informacion,En Curso,Otro,5
2019-12-02,Instituto Europeo De Posgrado,Tecnologias De La Informacion,En Curso,Master,3
2019-12-02,Universidad Peruana De Ciencias Aplicadas,Ing. Electronica,Graduado,Universitario,1
2019-12-02,Universidad Europea De Madrid,Tecnologias De La Informacion,Graduado,Master,2
2019-12-02,Certiprof,Ing. En Sistemas,Graduado,Otro,17
2019-12-02,Universidad Tecnologica Del Peru,Ing. Informatica,En Curso,Universitario,4
2019-12-02,Universidad Rafael Belloso Chacin,Adm. De Empresas,En Curso,Doctorado,6
2019-12-02,Cibertec,Tecnologias De La Informacion,Graduado,Posgrado,4
2019-12-02,Instituto Superiro Tecnologico Chincha,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2019-12-02,Universidad Peruana Los Andes - Upla,Ing. En Sistemas,Graduado,Universitario,1
2019-12-26,Cibertec,Tecnologias De La Informacion,En Curso,Otro,8
2019-12-02,Universidad Peruana De Ciencias Aplicadas,Adm. De Empresas,Graduado,Master,2
2019-12-01,Universidad Esan,Ing. En Sistemas,En Curso,Universitario,2
2019-12-01,Tecsup,Telecomunicaciones,Graduado,Terciario/Tecnico,1
2019-12-01,Universidad Privada Franz Tamayo,Ing. En Sistemas,Graduado,Universitario,1
2019-12-01,Universidad Nacional De Piura,Ing. Informatica,Graduado,Universitario,1
2019-12-01,Universidad Nacional De Trujillo,Adm. De Empresas,Graduado,Posgrado,2
2019-12-01,Universidad Nacional De Ingenieria,Ing. En Sistemas,Graduado,Otro,2
2019-12-01,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,2
2019-12-01,Universidad San Ignacio Del Loyola,Computacion / Informatica,En Curso,Universitario,1
2019-12-01,Upc,Ing. En Sistemas,Graduado,Universitario,1
2019-12-25,Universidad Alas Peruanas,Ing. Informatica,Graduado,Universitario,1
2019-12-01,Utp,Ing. Telecomunicaciones,Graduado,Universitario,2
2019-12-01,Universidad Privada De Piura,Adm. De Empresas,Graduado,Universitario,2
2019-12-01,Nextech Education Center,Tecnologias De La Informacion,Graduado,Otro,7
2019-12-01,Universidad Nacional Mayor De San Marcos,Tecnologias De La Informacion,En Curso,Master,12
2019-12-01,Universidad Privada San Pedro,Ing. Informatica,Graduado,Universitario,1
2019-12-01,Instituto Superior Sise,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,2
2019-12-01,Universidad Inca Garcilaso De La Vega,Ing. Informatica,Graduado,Universitario,1
2019-12-01,Qlc,Ing. En Sistemas,Graduado,Otro,6
2019-12-01,Universidad Nacional Federico Villarreal,Tecnologias De La Informacion,Graduado,Posgrado,2
2019-11-30,Bs Group,Procesos / Calidad Total,Graduado,Otro,5
2019-12-27,Sistemas Uni,Tecnologias De La Informacion,Graduado,Otro,3
2019-12-24,Tecsup,Ing. Telecomunicaciones,Graduado,Universitario,1
2019-11-30,Universidad Nacional San Agustin De Arequipa,Ing. En Sistemas,Graduado,Universitario,1
2019-11-30,Scrumstudy,Tecnologias De La Informacion,Graduado,Otro,7
2019-11-30,Stanford University (Ca),Tecnologias De La Informacion,Graduado,Otro,6
2019-11-30,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2019-11-30,Universidad Continental De Ciencias E Ingenieria,Ing. En Sistemas,En Curso,Universitario,6
2019-11-30,Universidad De Lima,Tecnologias De La Informacion,Graduado,Posgrado,2
2019-11-30,Universidad De Lima,Ing. En Sistemas,Graduado,Universitario,1
2019-11-30,Universidad Tecnologica Del Peru,Tecnologias De La Informacion,En Curso,Universitario,13
2019-11-30,Avansys - Cibertec,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2019-11-30,Cesap Altos Estudios,Procesos / Calidad Total,Graduado,Otro,5
2019-12-24,Tecsup,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2019-11-30,Cibertec,Ing. En Sistemas,Graduado,Terciario/Tecnico,12
2019-11-30,Universidad Nacional Agraria La Molina,Agronegocios,En Curso,Otro,7
2019-11-30,Pmc Grupo,Tecnologias De La Informacion,Graduado,Otro,8
2019-11-30,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Universitario,1
2019-11-29,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Master,5
2019-11-29,Centrum,Adm. De Empresas,En Curso,Master,3
2019-11-29,Cibertec,Otra,Graduado,Otro,6
2019-11-29,New Horizons,Tecnologias De La Informacion,En Curso,Otro,6
2019-11-29,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2019-11-29,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,2
2019-12-24,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,Graduado,Master,2
2019-11-29,Xerox Learning,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,7
2019-11-29,Centrum,Adm. De Empresas,Abandonado,Master,2
2019-11-29,Escuela De Gestion Y Economia Gerens,Recursos Humanos / Relac. Ind.,Graduado,Otro,6
2019-11-29,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2019-11-29,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Universitario,1
2019-11-29,Universidad Nacional Del Callao,Ing. En Sistemas,Graduado,Universitario,1
2019-11-29,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,19
2019-11-29,Universidad Nacional Federico Villarreal,Ing. En Sistemas,Graduado,Universitario,1
2019-11-29,Universidad Metropolitana,Marketing / Comercializacion,Graduado,Master,2
2019-12-24,Pontificia Universidad Catolica Del Peru,Ing. En Sistemas,Graduado,Otro,6
2019-11-29,Capacity Academy Mx,Tecnologias De La Informacion,En Curso,Otro,4
2019-11-29,Tecsup,Tecnologias De La Informacion,Graduado,Otro,4
2019-11-29,Universidad Catolica San Antonio De Murcia,Tecnologias De La Informacion,En Curso,Master,6
2019-11-29,Universidad San Ignacio De Loyola,Ing. En Sistemas,En Curso,Universitario,8
2019-11-29,Telesup,Adm. De Empresas,Graduado,Otro,3
2019-11-29,I.S. T. Cibertec (Titulado),Computacion / Informatica,Graduado,Universitario,1
2019-11-29,Universidad Nacional Pedro Ruiz Gallo - Lambayeque,Ing. En Sistemas,Graduado,Universitario,1
2019-11-29,Universidad Tecnologica Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2019-11-29,Universidad Ricardo Palma,Adm. De Empresas,Graduado,Universitario,2
2019-11-29,Universidad Privada Los Angeles - Chimbote,Ing. En Sistemas,Graduado,Universitario,1
2019-12-23,Universidad Continetal De Ciencia E Informaticas,Adm. De Empresas,En Curso,Universitario,2
2019-11-29,Instituto San Ignacio De Loyola,Computacion / Informatica,Graduado,Otro,2
2019-11-29,Instituto Nacional De Investigacion Y Capacitacion De Telecomunicaciones - Inictel,Tecnologias De La Informacion,Graduado,Posgrado,3
2019-11-29,Neumann Business School,Adm. De Empresas,Graduado,Posgrado,7
2019-11-29,New Horizons,Otra,Graduado,Otro,2
2019-11-29,Instituto Cibertec,Tecnologias De La Informacion,Abandonado,Terciario/Tecnico,3
2019-11-29,Universidad San Ignacio De Loyola,Ing. - Otros,En Curso,Universitario,2
2019-11-29,Cibertec,Ing. Informatica,Graduado,Otro,14
2019-11-29,Universidad Autonoma Del Peru,Ing. En Sistemas,Graduado,Posgrado,1
2019-11-29,Universidad San Ignacio Del Loyola,Ing. Industrial,En Curso,Universitario,3
2019-11-29,Universidad De Ingenieria Y Tecnologia - Utec,Tecnologias De La Informacion,Graduado,Posgrado,4
2019-12-23,Instituto Para El Desarrollo Empresarial Y Administrativo - Idea,Tecnologias De La Informacion,Graduado,Otro,11
2019-11-29,Universidad Cesar Vallejo,Ing. Informatica,Graduado,Otro,8
2019-11-29,Nextech Education Center,Tecnologias De La Informacion,Graduado,Posgrado,3
2019-11-29,Cesca,Tecnico,Graduado,Terciario/Tecnico,3
2019-11-29,Isil,Ing. Informatica,Graduado,Posgrado,3
2019-11-29,Utp,Ing. En Sistemas,En Curso,Universitario,2
2019-11-29,Universidad Nacional Federico Villarreal,Ing. Informatica,Graduado,Universitario,1
2019-11-29,Itsk,Ing. - Otros,Graduado,Otro,8
2019-11-29,Gesap,Tecnologias De La Informacion,En Curso,Otro,7
2019-11-29,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,5
2019-11-29,Incae Business School,Adm. De Empresas,Abandonado,Master,11
2019-12-23,Colegio De Ingenieros Del Peru,Tecnologias De La Informacion,Graduado,Otro,3
2019-11-29,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,3
2019-11-29,Universidad Esan,Tecnologias De La Informacion,Graduado,Master,7
2019-11-29,Eada Business School,Adm. De Empresas,Graduado,Master,3
2019-11-28,Universidad Catolica Santo Toribio De Mogrovejo,Ing. En Sistemas,Graduado,Universitario,1
2019-11-28,Escuela De Post Grado - Universidad Tecnologica Del Peru,Adm. De Empresas,En Curso,Posgrado,5
2019-11-28,Tecsup,Tecnologias De La Informacion,En Curso,Otro,3
2019-11-28,Universidad Inca Garcilaso De La Vega,Ing. Industrial,Graduado,Universitario,2
2019-11-28,Cibertec,Tecnologias De La Informacion,En Curso,Otro,12
2019-11-28,Universidad Esan,Tecnologias De La Informacion,En Curso,Otro,15
2019-11-28,Universidad Esan,Marketing / Comercializacion,Graduado,Posgrado,4
2019-12-23,Pontificia Universidad Catolica Del Peru,Ing. Informatica,Graduado,Universitario,1
2019-11-28,Universidad Autonoma Del Peru,Ing. En Sistemas,Graduado,Universitario,2
2019-11-28,New Horizons,Ing. En Sistemas,Graduado,Otro,3
2019-11-28,6Sigma Study,Procesos / Calidad Total,Graduado,Otro,10
2019-11-28,Universidad Privada Antenor Orrego - Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2019-11-28,Universidad Privada Ada A. Byron,Ing. En Sistemas,Graduado,Universitario,1
2019-11-28,Universidad Privada Los Angeles - Chimbote,Ing. Informatica,En Curso,Universitario,2
2019-11-28,Instituto Europeo De Postgrado,Computacion / Informatica,En Curso,Master,8
2019-11-28,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,2
2019-11-28,Universidad Autonoma Del Peru,Ing. En Sistemas,Graduado,Universitario,2
2019-11-28,Universidad San Ignacio De Loyola,Procesos / Calidad Total,En Curso,Universitario,2
2019-12-23,Pmc Grupo,Tecnologias De La Informacion,Graduado,Otro,3
2019-11-28,Universidad Nacional Federico Villarreal,Ing. En Sistemas,Graduado,Universitario,1
2019-11-28,Google Activate,Tecnologias De La Informacion,Graduado,Otro,7
2019-11-28,Pmconsultant Latam S.A.C.,Ing. Transporte,Graduado,Otro,7
2019-11-28,Upc,Ing. En Sistemas,En Curso,Master,3
2019-11-28,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Otro,4
2019-11-28,Centro De Idiomas De La Universidad Del Pacifico,Tecnologias De La Informacion,Graduado,Otro,2
